timestamps,open,high,low,close,volume,amount
2025-05-30T13:30:00+00:00,171.36000061035156,171.58999633789062,169.7899932861328,170.5500030517578,7518440,1282269964.944458
2025-05-30T14:30:00+00:00,170.50999450683594,170.9499969482422,169.78990173339844,170.25999450683594,3425530,583230718.9830017
2025-05-30T15:30:00+00:00,170.25999450683594,170.44000244140625,168.63999938964844,168.6699981689453,3194741,538856958.6202545
2025-05-30T16:30:00+00:00,168.66000366210938,168.67999267578125,167.4499969482422,168.639892578125,5453718,919714417.6713867
2025-05-30T17:30:00+00:00,168.63999938964844,169.9600067138672,168.61500549316406,169.7100067138672,3115896,528798731.0797119
2025-05-30T18:30:00+00:00,169.6999969482422,171.0800018310547,169.64999389648438,170.9199981689453,3769384,644263106.3780518
2025-05-30T19:30:00+00:00,170.9199981689453,172.2050018310547,170.77000427246094,171.61000061035156,6848134,1175208279.9197693
2025-06-02T13:30:00+00:00,167.83999633789062,169.8699951171875,167.38999938964844,169.0399932861328,13144286,2221910017.1910095
2025-06-02T14:30:00+00:00,169.0399932861328,169.32000732421875,168.4499969482422,168.9600067138672,3221273,544266307.7071991
2025-06-02T15:30:00+00:00,168.97000122070312,169.32000732421875,168.5399932861328,169.08999633789062,2260447,382218974.95199585
2025-06-02T16:30:00+00:00,169.0399932861328,169.39999389648438,169.0,169.2949981689453,1853651,313813842.65086365
2025-06-02T17:30:00+00:00,169.22999572753906,169.25,168.3699951171875,168.77499389648438,3001772,506624050.9786377
2025-06-02T18:30:00+00:00,168.77499389648438,169.3300018310547,168.69500732421875,169.2899932861328,2260281,382642955.31477356
2025-06-02T19:30:00+00:00,169.2899932861328,169.4949951171875,168.8699951171875,169.0,4159222,702908518.0
2025-06-03T13:30:00+00:00,167.46499633789062,168.1999969482422,165.2899932861328,167.32699584960938,15758240,2636778959.0771484
2025-06-03T14:30:00+00:00,167.3300018310547,167.5,166.74000549316406,166.94650268554688,5337419,891063435.4173889
2025-06-03T15:30:00+00:00,166.94000244140625,167.60989379882812,166.66000366210938,167.55499267578125,2960216,495998970.19873047
2025-06-03T16:30:00+00:00,167.55499267578125,168.47500610351562,167.41000366210938,168.11849975585938,3455588,580948270.3343506
2025-06-03T17:30:00+00:00,168.11000061035156,168.22999572753906,167.35499572753906,167.4250030517578,2357252,394662923.2937622
2025-06-03T18:30:00+00:00,167.4149932861328,167.57000732421875,166.67250061035156,166.9600067138672,3361473,561231554.6484833
2025-06-03T19:30:00+00:00,166.9499969482422,166.97019958496094,166.00999450683594,166.1699981689453,4810976,799439873.1108398
2025-06-04T13:30:00+00:00,167.25,168.18060302734375,166.39999389648438,167.17869567871094,6134259,1025517418.5753937
2025-06-04T14:30:00+00:00,167.1699981689453,167.61000061035156,166.6300048828125,166.66000366210938,3116224,519349903.2519531
2025-06-04T15:30:00+00:00,166.6649932861328,167.05999755859375,166.36000061035156,166.8000030517578,2845085,474560186.6825104
2025-06-04T16:30:00+00:00,166.7899932861328,167.3300018310547,166.5800018310547,167.125,2058436,344016116.5
